"rideable_type","member_casual","minutes_by_group","day_of_week","month","hour_of_day"
"classic_bike","member","up to 10 min.","Thursday","September",12
"electric_bike","casual","up to 10 min.","Monday","June",7
"electric_bike","member","up to 10 min.","Monday","January",17
"classic_bike","member","10 to 30 min.","Wednesday","September",5
"classic_bike","member","30 to 60 min.","Wednesday","September",17
"electric_bike","casual","10 to 30 min.","Wednesday","April",19
"classic_bike","member","up to 10 min.","Thursday","August",12
"classic_bike","member","up to 10 min.","Wednesday","May",10
"classic_bike","member","up to 10 min.","Friday","March",16
"electric_bike","member","10 to 30 min.","Sunday","May",8
"classic_bike","member","10 to 30 min.","Sunday","May",10
"electric_bike","casual","10 to 30 min.","Saturday","October",20
"electric_bike","member","up to 10 min.","Sunday","June",17
"electric_bike","member","up to 10 min.","Thursday","June",15
"classic_bike","member","up to 10 min.","Wednesday","November",8
"electric_bike","casual","up to 10 min.","Friday","July",15
"electric_bike","member","10 to 30 min.","Sunday","September",14
"electric_bike","member","up to 10 min.","Monday","June",18
"classic_bike","member","up to 10 min.","Monday","July",10
"electric_bike","casual","10 to 30 min.","Sunday","December",2
"classic_bike","member","10 to 30 min.","Tuesday","May",17
"classic_bike","member","10 to 30 min.","Tuesday","December",22
"classic_bike","casual","30 to 60 min.","Tuesday","October",21
"electric_bike","member","up to 10 min.","Wednesday","November",14
"classic_bike","casual","10 to 30 min.","Saturday","September",23
"electric_scooter","member","10 to 30 min.","Tuesday","September",10
"classic_bike","member","up to 10 min.","Tuesday","March",7
"classic_bike","member","up to 10 min.","Friday","June",10
"electric_bike","casual","10 to 30 min.","Tuesday","July",16
"electric_bike","casual","10 to 30 min.","Friday","July",21
"classic_bike","casual","over 60 min.","Thursday","June",16
"classic_bike","casual","10 to 30 min.","Sunday","October",9
"classic_bike","casual","10 to 30 min.","Thursday","September",16
"classic_bike","casual","10 to 30 min.","Friday","November",21
"classic_bike","member","10 to 30 min.","Sunday","June",15
"electric_bike","member","10 to 30 min.","Sunday","May",17
"classic_bike","casual","up to 10 min.","Friday","July",11
"classic_bike","member","up to 10 min.","Saturday","September",12
"electric_bike","member","10 to 30 min.","Thursday","April",18
"classic_bike","member","10 to 30 min.","Thursday","March",19
"classic_bike","member","10 to 30 min.","Saturday","July",18
"electric_bike","casual","10 to 30 min.","Thursday","September",17
"classic_bike","casual","10 to 30 min.","Sunday","December",20
"classic_bike","member","10 to 30 min.","Wednesday","August",6
"classic_bike","member","10 to 30 min.","Friday","February",19
"classic_bike","casual","30 to 60 min.","Thursday","July",20
"electric_bike","member","10 to 30 min.","Tuesday","October",20
"classic_bike","member","10 to 30 min.","Monday","July",6
"electric_bike","casual","up to 10 min.","Tuesday","October",17
"classic_bike","member","up to 10 min.","Monday","April",13
"electric_bike","member","10 to 30 min.","Thursday","July",7
"classic_bike","member","up to 10 min.","Friday","September",17
"classic_bike","member","up to 10 min.","Tuesday","April",8
"electric_bike","member","10 to 30 min.","Friday","July",14
"electric_bike","member","up to 10 min.","Saturday","August",17
"electric_bike","member","10 to 30 min.","Sunday","August",11
"electric_bike","member","up to 10 min.","Friday","November",8
"classic_bike","member","10 to 30 min.","Wednesday","May",12
"classic_bike","member","up to 10 min.","Friday","October",7
"electric_bike","member","up to 10 min.","Tuesday","October",12
"classic_bike","member","up to 10 min.","Tuesday","September",9
"classic_bike","member","up to 10 min.","Tuesday","October",17
"electric_bike","casual","10 to 30 min.","Sunday","October",17
"electric_bike","member","up to 10 min.","Wednesday","December",8
"electric_bike","member","up to 10 min.","Sunday","May",18
"classic_bike","casual","30 to 60 min.","Saturday","July",14
"electric_bike","member","up to 10 min.","Wednesday","April",18
"classic_bike","member","10 to 30 min.","Monday","September",7
"classic_bike","member","up to 10 min.","Wednesday","September",16
"classic_bike","casual","up to 10 min.","Monday","August",12
"classic_bike","casual","over 60 min.","Saturday","July",15
"electric_bike","member","up to 10 min.","Wednesday","January",6
"electric_scooter","casual","up to 10 min.","Sunday","September",18
"classic_bike","member","up to 10 min.","Wednesday","July",10
"electric_bike","casual","up to 10 min.","Monday","May",14
"classic_bike","member","10 to 30 min.","Saturday","March",9
"electric_bike","member","up to 10 min.","Monday","September",14
"classic_bike","member","10 to 30 min.","Saturday","March",13
"classic_bike","member","up to 10 min.","Saturday","July",10
"classic_bike","member","up to 10 min.","Monday","July",14
"electric_bike","member","10 to 30 min.","Tuesday","August",0
"electric_bike","casual","10 to 30 min.","Saturday","March",21
"classic_bike","member","10 to 30 min.","Wednesday","October",17
"classic_bike","casual","up to 10 min.","Thursday","August",18
"electric_bike","member","up to 10 min.","Saturday","June",20
"electric_bike","member","up to 10 min.","Saturday","October",11
"classic_bike","member","up to 10 min.","Friday","February",15
"electric_bike","member","10 to 30 min.","Monday","November",8
"electric_bike","casual","10 to 30 min.","Saturday","August",12
"classic_bike","member","up to 10 min.","Friday","June",15
"electric_bike","member","up to 10 min.","Friday","July",16
"electric_bike","casual","up to 10 min.","Thursday","October",14
"electric_bike","casual","10 to 30 min.","Thursday","August",16
"classic_bike","member","up to 10 min.","Monday","May",22
"classic_bike","member","up to 10 min.","Thursday","May",7
"classic_bike","member","up to 10 min.","Tuesday","April",18
"classic_bike","casual","10 to 30 min.","Friday","May",21
"electric_bike","member","10 to 30 min.","Thursday","October",21
"electric_bike","casual","up to 10 min.","Monday","August",13
"classic_bike","casual","30 to 60 min.","Sunday","June",15
"classic_bike","member","up to 10 min.","Monday","August",9
"electric_bike","member","up to 10 min.","Tuesday","January",12
"classic_bike","member","10 to 30 min.","Tuesday","August",18
"electric_bike","member","up to 10 min.","Wednesday","July",13
"electric_bike","casual","10 to 30 min.","Wednesday","September",14
"electric_bike","casual","up to 10 min.","Friday","August",6
"electric_bike","member","up to 10 min.","Wednesday","June",17
"electric_bike","member","10 to 30 min.","Saturday","July",18
"electric_bike","member","up to 10 min.","Saturday","March",12
"electric_bike","member","10 to 30 min.","Thursday","April",16
"electric_scooter","casual","up to 10 min.","Thursday","September",7
"electric_bike","member","10 to 30 min.","Friday","September",15
"electric_bike","member","up to 10 min.","Tuesday","March",16
"electric_bike","member","10 to 30 min.","Saturday","April",13
"classic_bike","member","10 to 30 min.","Saturday","May",2
"classic_bike","casual","up to 10 min.","Friday","May",16
"electric_bike","member","up to 10 min.","Tuesday","May",12
"electric_bike","member","up to 10 min.","Wednesday","March",13
"classic_bike","member","up to 10 min.","Wednesday","August",17
"classic_bike","member","up to 10 min.","Wednesday","July",10
"classic_bike","casual","10 to 30 min.","Sunday","September",15
"classic_bike","casual","10 to 30 min.","Monday","May",20
"electric_bike","casual","10 to 30 min.","Tuesday","June",16
"classic_bike","casual","10 to 30 min.","Friday","July",20
"classic_bike","casual","up to 10 min.","Monday","October",18
"classic_bike","member","30 to 60 min.","Monday","April",18
"electric_bike","member","up to 10 min.","Thursday","February",11
"electric_bike","member","up to 10 min.","Tuesday","April",1
"classic_bike","member","10 to 30 min.","Wednesday","February",11
"classic_bike","member","10 to 30 min.","Tuesday","April",9
"classic_bike","member","up to 10 min.","Monday","July",10
"electric_bike","casual","up to 10 min.","Saturday","February",16
"electric_scooter","member","up to 10 min.","Wednesday","September",21
"classic_bike","casual","10 to 30 min.","Friday","October",15
"electric_bike","member","10 to 30 min.","Friday","August",16
"electric_bike","member","10 to 30 min.","Friday","September",18
"electric_bike","casual","10 to 30 min.","Wednesday","October",17
"classic_bike","casual","over 60 min.","Sunday","April",10
"electric_bike","casual","up to 10 min.","Friday","April",19
"classic_bike","casual","10 to 30 min.","Sunday","April",13
"electric_bike","member","up to 10 min.","Thursday","September",8
"electric_bike","member","up to 10 min.","Thursday","August",8
"classic_bike","member","up to 10 min.","Sunday","October",12
"electric_bike","casual","10 to 30 min.","Saturday","June",14
"electric_bike","casual","30 to 60 min.","Monday","April",19
"classic_bike","member","10 to 30 min.","Monday","August",10
"electric_bike","member","10 to 30 min.","Friday","August",12
"electric_bike","casual","30 to 60 min.","Thursday","June",16
"electric_bike","member","up to 10 min.","Wednesday","July",15
"electric_bike","member","up to 10 min.","Friday","May",11
"classic_bike","member","up to 10 min.","Tuesday","January",16
"electric_scooter","member","10 to 30 min.","Monday","September",16
"classic_bike","member","10 to 30 min.","Friday","May",7
"classic_bike","member","10 to 30 min.","Sunday","March",16
"electric_bike","casual","10 to 30 min.","Tuesday","June",16
"electric_bike","member","up to 10 min.","Tuesday","May",17
"classic_bike","member","up to 10 min.","Saturday","January",12
"electric_bike","member","10 to 30 min.","Monday","December",8
"classic_bike","member","10 to 30 min.","Tuesday","October",18
"electric_bike","member","up to 10 min.","Tuesday","October",17
"electric_bike","member","10 to 30 min.","Friday","May",18
"classic_bike","member","up to 10 min.","Monday","August",8
"classic_bike","casual","10 to 30 min.","Saturday","August",23
"electric_bike","member","10 to 30 min.","Monday","July",17
"classic_bike","member","up to 10 min.","Thursday","May",18
"electric_bike","member","up to 10 min.","Saturday","June",16
"classic_bike","member","10 to 30 min.","Monday","August",16
"electric_bike","member","10 to 30 min.","Tuesday","August",16
"electric_bike","casual","10 to 30 min.","Sunday","June",18
"electric_bike","member","10 to 30 min.","Wednesday","March",18
"classic_bike","casual","over 60 min.","Saturday","September",11
"classic_bike","member","10 to 30 min.","Monday","August",18
"electric_bike","casual","10 to 30 min.","Friday","October",17
"electric_bike","member","10 to 30 min.","Monday","August",18
"classic_bike","member","10 to 30 min.","Thursday","April",17
"classic_bike","casual","10 to 30 min.","Friday","June",19
"electric_bike","member","up to 10 min.","Tuesday","August",15
"classic_bike","member","up to 10 min.","Tuesday","July",14
"electric_bike","member","up to 10 min.","Saturday","July",17
"classic_bike","casual","10 to 30 min.","Monday","September",17
"classic_bike","casual","10 to 30 min.","Wednesday","August",11
"classic_bike","member","up to 10 min.","Thursday","May",18
"electric_bike","member","up to 10 min.","Thursday","April",17
"electric_bike","member","10 to 30 min.","Friday","November",10
"classic_bike","member","10 to 30 min.","Saturday","October",9
"electric_bike","casual","up to 10 min.","Saturday","September",17
"electric_bike","casual","up to 10 min.","Tuesday","July",8
"classic_bike","member","up to 10 min.","Tuesday","August",8
"classic_bike","member","10 to 30 min.","Friday","June",13
"electric_bike","casual","10 to 30 min.","Thursday","August",15
"classic_bike","member","10 to 30 min.","Sunday","August",5
"classic_bike","member","up to 10 min.","Friday","January",7
"electric_bike","member","10 to 30 min.","Friday","March",16
"electric_bike","member","10 to 30 min.","Wednesday","May",15
"classic_bike","member","up to 10 min.","Tuesday","February",16
"electric_bike","member","10 to 30 min.","Thursday","May",8
"classic_bike","member","up to 10 min.","Sunday","August",18
"classic_bike","casual","10 to 30 min.","Thursday","September",17
"classic_bike","member","up to 10 min.","Sunday","October",14
"classic_bike","casual","up to 10 min.","Saturday","July",16
"classic_bike","member","10 to 30 min.","Tuesday","August",6
"classic_bike","casual","30 to 60 min.","Saturday","July",18
"classic_bike","member","10 to 30 min.","Sunday","September",15
"classic_bike","casual","up to 10 min.","Wednesday","September",2
"classic_bike","member","up to 10 min.","Saturday","September",17
"electric_bike","member","10 to 30 min.","Saturday","October",14
"classic_bike","member","10 to 30 min.","Friday","October",16
"electric_bike","member","10 to 30 min.","Thursday","April",11
"electric_bike","member","up to 10 min.","Monday","March",16
"classic_bike","member","up to 10 min.","Sunday","August",12
"classic_bike","member","10 to 30 min.","Saturday","August",12
"electric_bike","member","10 to 30 min.","Friday","June",14
"electric_bike","member","up to 10 min.","Monday","August",14
"electric_bike","member","10 to 30 min.","Tuesday","June",19
"classic_bike","casual","over 60 min.","Friday","October",14
"electric_bike","member","10 to 30 min.","Sunday","April",16
"electric_bike","member","up to 10 min.","Friday","November",10
"electric_bike","casual","up to 10 min.","Saturday","October",12
"electric_bike","casual","up to 10 min.","Thursday","July",22
"classic_bike","member","up to 10 min.","Friday","June",11
"electric_bike","member","10 to 30 min.","Tuesday","April",18
"electric_bike","member","up to 10 min.","Tuesday","July",17
"electric_bike","member","up to 10 min.","Thursday","April",22
"electric_bike","member","up to 10 min.","Wednesday","September",13
"classic_bike","member","10 to 30 min.","Friday","September",11
"electric_bike","member","up to 10 min.","Monday","July",6
"electric_bike","member","10 to 30 min.","Sunday","April",8
"electric_bike","member","up to 10 min.","Thursday","February",8
"classic_bike","member","up to 10 min.","Sunday","November",8
"classic_bike","member","up to 10 min.","Sunday","November",17
"classic_bike","member","10 to 30 min.","Thursday","January",9
"classic_bike","member","10 to 30 min.","Wednesday","October",11
"electric_bike","casual","10 to 30 min.","Wednesday","July",19
"classic_bike","member","up to 10 min.","Sunday","April",10
"classic_bike","member","up to 10 min.","Friday","October",8
"classic_bike","member","up to 10 min.","Wednesday","June",18
"classic_bike","member","up to 10 min.","Friday","April",6
"electric_bike","casual","up to 10 min.","Thursday","August",23
"classic_bike","casual","up to 10 min.","Thursday","August",21
"electric_bike","member","10 to 30 min.","Wednesday","April",20
"classic_bike","casual","10 to 30 min.","Sunday","June",21
"electric_bike","casual","10 to 30 min.","Wednesday","June",11
"electric_bike","casual","10 to 30 min.","Thursday","October",8
"electric_bike","member","up to 10 min.","Saturday","March",18
"electric_bike","member","10 to 30 min.","Saturday","May",14
"classic_bike","member","30 to 60 min.","Saturday","October",22
"classic_bike","member","up to 10 min.","Wednesday","March",17
"electric_bike","member","up to 10 min.","Wednesday","June",18
"electric_bike","casual","up to 10 min.","Monday","December",20
"classic_bike","member","up to 10 min.","Sunday","February",11
"electric_bike","member","up to 10 min.","Friday","October",18
"classic_bike","member","10 to 30 min.","Friday","April",8
"electric_scooter","member","up to 10 min.","Sunday","September",14
"classic_bike","member","10 to 30 min.","Wednesday","February",21
"electric_bike","casual","10 to 30 min.","Tuesday","June",20
"classic_bike","member","up to 10 min.","Thursday","August",18
"classic_bike","member","10 to 30 min.","Thursday","December",15
"electric_bike","member","up to 10 min.","Monday","April",16
"classic_bike","member","up to 10 min.","Wednesday","December",11
"electric_bike","member","10 to 30 min.","Saturday","February",10
"electric_bike","member","up to 10 min.","Friday","July",13
"electric_bike","member","10 to 30 min.","Tuesday","May",7
"electric_bike","member","10 to 30 min.","Sunday","August",14
"electric_bike","casual","10 to 30 min.","Friday","August",9
"classic_bike","member","10 to 30 min.","Saturday","May",22
"electric_bike","casual","10 to 30 min.","Thursday","April",13
"electric_bike","member","10 to 30 min.","Tuesday","September",8
"classic_bike","member","10 to 30 min.","Wednesday","June",7
"classic_bike","casual","up to 10 min.","Sunday","October",0
"classic_bike","member","10 to 30 min.","Thursday","January",6
"classic_bike","casual","30 to 60 min.","Wednesday","September",11
"electric_bike","casual","up to 10 min.","Monday","December",17
"classic_bike","member","up to 10 min.","Saturday","July",13
"electric_bike","member","10 to 30 min.","Friday","September",6
"classic_bike","casual","up to 10 min.","Wednesday","March",16
"classic_bike","casual","up to 10 min.","Saturday","September",19
"electric_bike","casual","up to 10 min.","Tuesday","May",9
"classic_bike","casual","30 to 60 min.","Thursday","July",18
"electric_bike","member","up to 10 min.","Sunday","April",12
"classic_bike","casual","10 to 30 min.","Friday","July",13
"electric_bike","member","up to 10 min.","Monday","September",20
"classic_bike","member","30 to 60 min.","Saturday","November",17
"classic_bike","member","10 to 30 min.","Sunday","January",15
"classic_bike","member","up to 10 min.","Tuesday","June",6
"electric_bike","member","up to 10 min.","Saturday","April",16
"classic_bike","member","10 to 30 min.","Saturday","May",16
"classic_bike","casual","10 to 30 min.","Monday","April",16
"electric_bike","member","up to 10 min.","Thursday","July",19
"classic_bike","casual","10 to 30 min.","Friday","August",14
"classic_bike","member","10 to 30 min.","Thursday","June",16
"classic_bike","casual","30 to 60 min.","Saturday","June",20
"electric_bike","casual","10 to 30 min.","Tuesday","June",13
"electric_scooter","member","up to 10 min.","Wednesday","September",13
"electric_bike","member","10 to 30 min.","Friday","April",16
"classic_bike","member","up to 10 min.","Thursday","September",15
"electric_bike","member","up to 10 min.","Tuesday","April",16
"electric_bike","casual","up to 10 min.","Saturday","August",12
"classic_bike","member","up to 10 min.","Wednesday","March",18
"electric_bike","member","up to 10 min.","Saturday","June",13
"classic_bike","member","10 to 30 min.","Saturday","October",12
"electric_bike","member","10 to 30 min.","Friday","October",15
"electric_bike","member","up to 10 min.","Wednesday","January",14
"classic_bike","casual","10 to 30 min.","Wednesday","July",17
"electric_bike","member","10 to 30 min.","Saturday","July",18
"classic_bike","member","up to 10 min.","Thursday","October",16
"electric_bike","member","10 to 30 min.","Tuesday","October",19
"electric_bike","member","10 to 30 min.","Friday","March",8
"classic_bike","casual","over 60 min.","Friday","August",14
"electric_bike","member","up to 10 min.","Tuesday","June",8
"electric_bike","casual","10 to 30 min.","Thursday","February",6
"classic_bike","member","up to 10 min.","Friday","November",18
"classic_bike","member","up to 10 min.","Thursday","March",23
"classic_bike","member","10 to 30 min.","Monday","January",6
"electric_bike","member","10 to 30 min.","Thursday","November",10
"electric_bike","casual","up to 10 min.","Wednesday","January",15
"electric_bike","member","up to 10 min.","Friday","August",8
"electric_bike","member","up to 10 min.","Thursday","September",22
"electric_bike","casual","10 to 30 min.","Sunday","August",13
"electric_bike","casual","up to 10 min.","Saturday","August",1
"classic_bike","member","up to 10 min.","Thursday","March",11
"classic_bike","member","10 to 30 min.","Tuesday","August",22
"classic_bike","member","up to 10 min.","Saturday","May",8
"electric_bike","member","up to 10 min.","Thursday","January",15
"classic_bike","member","up to 10 min.","Wednesday","November",17
"classic_bike","member","up to 10 min.","Saturday","September",12
"classic_bike","member","up to 10 min.","Tuesday","June",16
"classic_bike","member","up to 10 min.","Monday","July",20
"classic_bike","member","30 to 60 min.","Tuesday","July",19
"electric_bike","member","10 to 30 min.","Wednesday","July",19
"classic_bike","member","10 to 30 min.","Friday","October",17
"electric_bike","casual","up to 10 min.","Tuesday","March",16
"electric_bike","member","up to 10 min.","Sunday","September",15
"electric_bike","member","up to 10 min.","Friday","September",6
"classic_bike","casual","10 to 30 min.","Saturday","July",22
"classic_bike","member","up to 10 min.","Wednesday","May",16
"electric_bike","member","up to 10 min.","Monday","October",21
"electric_bike","member","10 to 30 min.","Tuesday","October",20
"electric_bike","casual","10 to 30 min.","Sunday","May",16
"electric_bike","member","up to 10 min.","Sunday","September",18
"classic_bike","member","10 to 30 min.","Monday","May",15
"electric_bike","casual","up to 10 min.","Saturday","July",14
"classic_bike","member","up to 10 min.","Wednesday","July",15
"classic_bike","member","up to 10 min.","Tuesday","July",8
"classic_bike","casual","10 to 30 min.","Wednesday","September",18
"classic_bike","member","up to 10 min.","Wednesday","February",7
"electric_bike","member","10 to 30 min.","Wednesday","March",8
"classic_bike","member","up to 10 min.","Friday","February",7
"electric_bike","member","up to 10 min.","Friday","January",14
"electric_bike","casual","up to 10 min.","Tuesday","June",21
"electric_bike","casual","10 to 30 min.","Friday","April",14
"electric_bike","casual","up to 10 min.","Saturday","March",20
"electric_bike","member","up to 10 min.","Saturday","March",9
"electric_bike","member","up to 10 min.","Thursday","December",16
"electric_bike","casual","10 to 30 min.","Saturday","August",18
"classic_bike","casual","up to 10 min.","Thursday","January",23
"classic_bike","member","up to 10 min.","Saturday","May",15
"electric_bike","casual","30 to 60 min.","Saturday","December",12
"classic_bike","casual","30 to 60 min.","Saturday","November",10
"classic_bike","member","up to 10 min.","Tuesday","March",9
"electric_bike","member","up to 10 min.","Friday","September",7
"classic_bike","member","30 to 60 min.","Monday","May",10
"electric_bike","member","up to 10 min.","Saturday","October",23
"electric_bike","member","10 to 30 min.","Wednesday","July",22
"electric_bike","casual","30 to 60 min.","Saturday","October",14
"electric_bike","member","up to 10 min.","Friday","August",7
"electric_bike","member","10 to 30 min.","Wednesday","October",17
"classic_bike","member","10 to 30 min.","Monday","October",14
"electric_bike","casual","30 to 60 min.","Sunday","June",11
"classic_bike","casual","over 60 min.","Sunday","May",11
"electric_bike","casual","up to 10 min.","Friday","August",8
"electric_bike","member","up to 10 min.","Sunday","May",10
"classic_bike","member","10 to 30 min.","Friday","November",7
"classic_bike","member","up to 10 min.","Thursday","June",5
"classic_bike","member","10 to 30 min.","Wednesday","July",19
"electric_bike","member","up to 10 min.","Sunday","October",14
"electric_bike","member","up to 10 min.","Thursday","November",20
"classic_bike","casual","10 to 30 min.","Sunday","August",17
"classic_bike","member","10 to 30 min.","Friday","June",19
"electric_bike","casual","10 to 30 min.","Sunday","June",12
"electric_bike","member","up to 10 min.","Monday","August",8
"electric_bike","casual","up to 10 min.","Monday","August",7
"classic_bike","casual","10 to 30 min.","Tuesday","November",20
"electric_bike","casual","10 to 30 min.","Sunday","August",18
"classic_bike","casual","over 60 min.","Sunday","April",7
"classic_bike","casual","30 to 60 min.","Tuesday","August",17
"classic_bike","casual","30 to 60 min.","Friday","August",12
"classic_bike","member","30 to 60 min.","Sunday","March",9
"electric_bike","casual","30 to 60 min.","Monday","September",23
"classic_bike","casual","up to 10 min.","Saturday","July",1
"electric_bike","member","30 to 60 min.","Saturday","June",12
"electric_bike","member","up to 10 min.","Friday","October",12
"classic_bike","casual","up to 10 min.","Sunday","September",21
"electric_bike","member","10 to 30 min.","Thursday","October",21
"electric_bike","member","10 to 30 min.","Monday","October",10
"classic_bike","member","10 to 30 min.","Monday","September",10
"classic_bike","member","up to 10 min.","Sunday","September",22
"electric_bike","member","up to 10 min.","Monday","April",8
"classic_bike","member","up to 10 min.","Sunday","February",8
"classic_bike","casual","up to 10 min.","Saturday","June",9
"classic_bike","member","up to 10 min.","Monday","July",9
"classic_bike","casual","10 to 30 min.","Sunday","August",16
"classic_bike","member","10 to 30 min.","Sunday","July",13
"classic_bike","member","10 to 30 min.","Sunday","August",14
"classic_bike","member","10 to 30 min.","Thursday","August",19
"classic_bike","member","up to 10 min.","Monday","November",11
"electric_bike","member","up to 10 min.","Monday","September",8
"electric_bike","member","10 to 30 min.","Thursday","October",19
"electric_bike","casual","10 to 30 min.","Wednesday","May",14
"classic_bike","member","10 to 30 min.","Sunday","April",12
"classic_bike","casual","over 60 min.","Tuesday","April",0
"classic_bike","member","up to 10 min.","Tuesday","April",16
"classic_bike","member","up to 10 min.","Monday","February",23
"classic_bike","casual","10 to 30 min.","Tuesday","April",16
"electric_bike","casual","up to 10 min.","Thursday","January",18
"electric_bike","member","10 to 30 min.","Friday","November",17
"electric_bike","member","10 to 30 min.","Wednesday","July",21
"classic_bike","casual","10 to 30 min.","Monday","July",18
"electric_bike","member","up to 10 min.","Friday","July",0
"electric_bike","casual","up to 10 min.","Friday","May",18
"classic_bike","member","up to 10 min.","Saturday","April",8
"classic_bike","member","up to 10 min.","Sunday","July",17
"classic_bike","member","30 to 60 min.","Wednesday","June",16
"electric_bike","member","10 to 30 min.","Tuesday","February",6
"electric_scooter","member","up to 10 min.","Thursday","September",7
"classic_bike","casual","up to 10 min.","Saturday","July",20
"electric_bike","casual","up to 10 min.","Friday","September",12
"electric_bike","casual","up to 10 min.","Thursday","September",8
"electric_bike","member","10 to 30 min.","Wednesday","December",19
"classic_bike","member","10 to 30 min.","Tuesday","June",18
"electric_bike","member","up to 10 min.","Friday","June",14
"electric_bike","member","up to 10 min.","Monday","October",6
"classic_bike","member","up to 10 min.","Tuesday","November",17
"electric_bike","casual","10 to 30 min.","Tuesday","June",17
"classic_bike","member","up to 10 min.","Thursday","September",16
"classic_bike","member","10 to 30 min.","Tuesday","January",8
"classic_bike","casual","up to 10 min.","Friday","July",17
"classic_bike","casual","up to 10 min.","Saturday","May",10
"classic_bike","member","up to 10 min.","Wednesday","August",20
"classic_bike","member","up to 10 min.","Tuesday","June",9
"electric_bike","casual","30 to 60 min.","Wednesday","June",17
"classic_bike","member","over 60 min.","Saturday","April",12
"classic_bike","member","up to 10 min.","Wednesday","July",11
"electric_bike","casual","up to 10 min.","Wednesday","September",12
"classic_bike","member","up to 10 min.","Friday","July",14
"electric_bike","casual","up to 10 min.","Sunday","August",4
"classic_bike","member","up to 10 min.","Monday","October",8
"classic_bike","member","up to 10 min.","Saturday","October",19
"electric_bike","member","up to 10 min.","Sunday","October",13
"classic_bike","casual","10 to 30 min.","Friday","May",11
"classic_bike","member","10 to 30 min.","Sunday","March",17
"electric_bike","member","10 to 30 min.","Wednesday","August",12
"classic_bike","member","up to 10 min.","Friday","August",7
"electric_bike","member","up to 10 min.","Monday","July",13
"electric_bike","member","10 to 30 min.","Wednesday","July",7
"classic_bike","casual","10 to 30 min.","Friday","May",20
"classic_bike","member","up to 10 min.","Wednesday","August",19
"classic_bike","member","up to 10 min.","Saturday","April",10
"classic_bike","member","up to 10 min.","Friday","May",11
"electric_bike","member","up to 10 min.","Friday","May",9
"classic_bike","casual","30 to 60 min.","Saturday","June",15
"electric_bike","member","up to 10 min.","Saturday","October",11
"electric_scooter","member","up to 10 min.","Wednesday","September",14
"classic_bike","member","up to 10 min.","Friday","September",18
"electric_bike","member","10 to 30 min.","Sunday","June",18
"classic_bike","member","up to 10 min.","Thursday","March",16
"classic_bike","member","10 to 30 min.","Thursday","July",9
"classic_bike","member","up to 10 min.","Thursday","May",15
"electric_bike","member","10 to 30 min.","Tuesday","April",16
"classic_bike","member","10 to 30 min.","Wednesday","October",22
"electric_bike","member","up to 10 min.","Monday","November",20
"classic_bike","casual","10 to 30 min.","Wednesday","May",20
"classic_bike","casual","10 to 30 min.","Sunday","September",21
"electric_bike","member","up to 10 min.","Thursday","October",14
"classic_bike","member","10 to 30 min.","Saturday","September",15
"classic_bike","member","10 to 30 min.","Sunday","May",10
"electric_bike","member","up to 10 min.","Friday","October",15
"electric_bike","member","10 to 30 min.","Tuesday","August",17
"electric_bike","casual","10 to 30 min.","Friday","June",14
"classic_bike","member","30 to 60 min.","Monday","August",17
"electric_bike","member","up to 10 min.","Monday","November",19
"electric_bike","member","10 to 30 min.","Thursday","October",9
"classic_bike","casual","10 to 30 min.","Saturday","April",21
"classic_bike","member","10 to 30 min.","Thursday","December",8
"classic_bike","member","10 to 30 min.","Saturday","December",10
"classic_bike","casual","10 to 30 min.","Sunday","June",9
"electric_bike","member","10 to 30 min.","Friday","July",13
"classic_bike","casual","up to 10 min.","Wednesday","August",18
"electric_bike","member","10 to 30 min.","Thursday","September",12
"classic_bike","member","10 to 30 min.","Saturday","February",19
"electric_bike","member","up to 10 min.","Friday","June",11
"electric_bike","casual","10 to 30 min.","Monday","May",0
"classic_bike","casual","up to 10 min.","Saturday","August",18
"classic_bike","member","up to 10 min.","Friday","July",6
"classic_bike","casual","up to 10 min.","Saturday","September",15
"classic_bike","member","up to 10 min.","Tuesday","August",15
"electric_bike","member","10 to 30 min.","Monday","May",20
"classic_bike","member","up to 10 min.","Tuesday","February",7
"classic_bike","casual","over 60 min.","Monday","May",10
"classic_bike","casual","10 to 30 min.","Saturday","August",15
"electric_bike","casual","up to 10 min.","Friday","September",13
"classic_bike","member","10 to 30 min.","Sunday","May",14
"electric_bike","casual","up to 10 min.","Saturday","June",2
"electric_bike","member","10 to 30 min.","Wednesday","June",9
"electric_scooter","casual","up to 10 min.","Thursday","September",15
"classic_bike","casual","up to 10 min.","Monday","September",20
"classic_bike","casual","30 to 60 min.","Saturday","November",12
"electric_bike","casual","up to 10 min.","Tuesday","August",9
"electric_bike","member","up to 10 min.","Friday","September",17
"classic_bike","member","up to 10 min.","Sunday","February",9
"classic_bike","member","up to 10 min.","Friday","November",14
"classic_bike","member","up to 10 min.","Wednesday","November",21
"electric_bike","member","10 to 30 min.","Sunday","May",12
"electric_bike","member","up to 10 min.","Friday","December",16
"electric_bike","member","up to 10 min.","Friday","October",10
"classic_bike","casual","up to 10 min.","Saturday","September",11
"electric_bike","member","up to 10 min.","Friday","March",8
"electric_bike","member","10 to 30 min.","Friday","March",23
"electric_bike","member","10 to 30 min.","Tuesday","July",8
"electric_bike","member","up to 10 min.","Saturday","August",18
"classic_bike","member","10 to 30 min.","Tuesday","January",5
"electric_bike","member","10 to 30 min.","Saturday","June",7
